uct_time,launch_name,payloads,rocket_name,rocket_boosters,rocket_height,rocket_diameter,rocket_mass,launchpad_name,launchpad_region,launchpad_geo,landpad_name,landpad_type,landpad_region,landpad_geo,outcome
2021-06-17 16:09:00+00:00,GPS III SV05,"[{'type': 'Satellite', 'mass': 3681, 'orbit': 'MEO'}]",Falcon 9,0,70.0,3.806944444444444,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2021-06-30 19:31:00+00:00,Transporter-2,"[{'type': 'Satellite', 'mass': None, 'orbit': 'SSO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",LZ-1,RTLS,Florida,"(28.485833, -80.544444)",Success
2021-08-29 07:14:00+00:00,CRS-23,"[{'type': 'Dragon 2.0', 'mass': 2200, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2021-09-14 03:55:00+00:00,Starlink 2-1 (v1.5),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'PO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-09-16 00:02:00+00:00,Inspiration4,"[{'type': 'Crew Dragon', 'mass': 12519, 'orbit': 'LEO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2021-11-11 02:03:00+00:00,Crew-3,"[{'type': 'Crew Dragon', 'mass': 12510, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2021-11-13 12:40:00+00:00,Starlink 4-1 (v1.5),"[{'type': 'Satellite', 'mass': 15635, 'orbit': 'LEO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2021-11-24 06:20:00+00:00,DART,"[{'type': 'Satellite', 'mass': 670, 'orbit': 'TLI'}]",Falcon 9,0,70.0,3.7,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-12-01 23:20:00+00:00,Starlink 4-3 (v1.5),"[{'type': 'Satellite', 'mass': 11260, 'orbit': 'PO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2021-12-09 06:00:00+00:00,IXPE,"[{'type': 'Satellite', 'mass': 325, 'orbit': 'LEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",JRTI,ASDS,,"(28.4104, -80.6188)",Success
2021-12-18 12:41:40+00:00,Starlink 4-4 (v1.5),"[{'type': 'Satellite', 'mass': 13470, 'orbit': 'PO'}]",Falcon 9,0,70.0,3.7,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-12-19 03:58:00+00:00,Türksat 5B,"[{'type': 'Satellite', 'mass': 3500, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2021-12-21 10:06:00+00:00,CRS-24,"[{'type': 'Dragon 2.0', 'mass': 2989, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",JRTI,ASDS,,"(28.4104, -80.6188)",Success
2022-01-06 21:49:00+00:00,Starlink 4-5 (v1.5),"[{'type': 'Satellite', 'mass': 14356, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2022-01-13 15:25:00+00:00,Transporter-3,"[{'type': 'Satellite', 'mass': None, 'orbit': 'LEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",LZ-1,RTLS,Florida,"(28.485833, -80.544444)",Success
2022-01-19 00:04:00+00:00,Starlink 4-6 (v1.5),"[{'type': 'Satellite', 'mass': 13260, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",ASOG,ASDS,,"(33.7291858, -118.262015)",Success
2022-01-31 23:11:12+00:00,CSG-2,"[{'type': 'Satellite', 'mass': 2240, 'orbit': 'SSO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",LZ-1,RTLS,,"(28.485833, -80.544444)",Success
2022-02-02 20:18:00+00:00,NROL-87,"[{'type': 'Satellite', 'mass': None, 'orbit': 'LEO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",LZ-4,RTLS,,"(34.632989, -120.615167)",Success
2022-02-03 18:13:00+00:00,Starlink 4-7 (v1.5),"[{'type': 'Satellite', 'mass': 14260, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2022-02-21 14:44:00+00:00,Starlink 4-8 (v1.5),"[{'type': 'Satellite', 'mass': 12730, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",ASOG,ASDS,,"(33.7291858, -118.262015)",Success
2022-02-25 17:12:00+00:00,Starlink 4-11 (v1.5),"[{'type': 'Satellite', 'mass': 14760, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,VAFB SLC 4E,California,"(34.632093, -120.610829)",OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2022-03-03 14:35:00+00:00,Starlink 4-9 (v1.5),"[{'type': 'Satellite', 'mass': 13960, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",JRTI,ASDS,,"(28.4104, -80.6188)",Success
2022-03-09 13:45:00+00:00,Starlink 4-10 (v1.5),"[{'type': 'Satellite', 'mass': 14160, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
